label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,5.0,48,1.0,35.0,571.0,68.0,6.0,13.0,277.0,1.0,2.0,0.0,38.0,05db9164,9e5ce894,cff1fe84,13508380,25c83c98,7e0ccccf,81f7f73c,0b153874,a73ee510,8aa1b7d2,6263d404,6ac5bc4b,aa1eb12e,07d13a8f,8cf98699,6206597d,e5ba7672,a5bb7b8a,55dd3565,b1252a9d,5a345791,,c7dc6720,45ab94c8,ea9a246c,c84c4aec
0,1.0,150,5.0,16.0,24.0,18.0,1.0,15.0,16.0,1.0,1.0,,16.0,75ac2fe6,0468d672,145f2f75,82a61820,4cf72387,7e0ccccf,7d48c0ae,0b153874,a73ee510,2d3d7f00,5874c9c9,7161e106,740c210d,1adce6ef,4f3b3616,bb6d240e,d4bb7bd8,9880032b,21ddcdc9,5840adea,5fe17899,,55dd3565,cafb4e4d,ea9a246c,99f4f64c
0,4.0,0,2.0,0.0,4.0,0.0,9.0,1.0,244.0,1.0,4.0,,0.0,05db9164,4f25e98b,3f7770a6,838c703b,25c83c98,13718bbd,4a6c02fb,0b153874,a73ee510,3b08e48b,0cb221d0,1b7be6c5,ea18ebd8,b28479f6,8ab5b746,7e5051a6,e5ba7672,7ef5affa,a4038074,a458ea53,4172790f,,bcdee96c,f11e1934,001f3601,5a238e2d
0,,0,1.0,,4717.0,26.0,2.0,23.0,26.0,,1.0,,,5a9ed9b0,2705da39,47067d41,66265d86,25c83c98,,8ea060ec,0b153874,a73ee510,e77da105,8f68a279,e3e6582c,7eb73375,07d13a8f,74056b5a,be1e450d,07c540c4,66c3058a,,,a645a590,,32c7478e,043ce596,,
0,0.0,1,5.0,53.0,2934.0,210.0,7.0,1.0,379.0,0.0,1.0,1.0,62.0,05db9164,38a947a1,,,4cf72387,7e0ccccf,4b219154,0b153874,a73ee510,8a176218,f25fe7e9,,dd183b4c,07d13a8f,a1e267e4,,8efede7f,b6c7c5c3,,,,,c7dc6720,,,
0,,14,28.0,14.0,26324.0,39.0,3.0,21.0,32.0,,1.0,,14.0,ae82ea21,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,869243b9,5b392875,a73ee510,3b08e48b,6a77517a,dfbb09fb,e0230d57,1adce6ef,ae0c3875,84898b2a,27c07bd6,15a36060,,,0014c32a,,3a171ecb,3b183c5c,,
0,,4,6.0,2.0,9205.0,64.0,26.0,6.0,242.0,,5.0,0.0,2.0,b455c6d7,bce95927,edde3156,13508380,4cf72387,7e0ccccf,2903ead3,0b153874,a73ee510,13af20e5,a0a5e9d7,8cfb7a5a,ee79db7b,07d13a8f,fec218c0,cc19f667,27c07bd6,04d863d5,55dd3565,b1252a9d,3535ae60,,423fab69,45ab94c8,e8b83407,c84c4aec
0,,-1,,,1835.0,299.0,1.0,0.0,23.0,,0.0,,,68fd1e64,efb7db0e,db44bc96,5b392af8,43b19349,7e0ccccf,73afe74f,0b153874,a73ee510,5162b19c,2d9eed4d,a7ee0769,949ea585,b28479f6,5ab7247d,15469308,d4bb7bd8,a863ac26,,,31c11f6b,,3a171ecb,abe3a684,,
0,1.0,123,5.0,10.0,177.0,14.0,4.0,7.0,397.0,1.0,4.0,0.0,13.0,05db9164,848d7b04,da2aaf8a,56e826a2,25c83c98,7e0ccccf,d9af66f6,0b153874,a73ee510,d37a911d,d5a66f22,130cc5ab,7f3c5570,b28479f6,0225b44f,8a464d08,3486227d,b567f2ed,,,a5c7e5b8,,32c7478e,33b7b07b,,
0,0.0,18,,,1530.0,55.0,25.0,0.0,37.0,0.0,1.0,,,68fd1e64,4f25e98b,c6cc2722,35f06b21,25c83c98,7e0ccccf,0c41b6a1,0b153874,a73ee510,e5edcbd4,4ba74619,5a201a4b,879fa878,64c94865,d5690a93,35b57962,e5ba7672,bc5a0ff7,1d1eb838,a458ea53,0d0170a9,,423fab69,165b5acf,001f3601,e6476996
0,,1821,6.0,0.0,130256.0,556.0,0.0,6.0,121.0,,0.0,,1.0,9a89b36c,1cfdf714,6c3d007d,13508380,25c83c98,fbad5c96,de0abb66,0b153874,7cc72ec2,28daff0d,1054ae5c,94b64b83,d7ce3abd,07d13a8f,e439dd9b,2b93d077,27c07bd6,9df49ecd,21ddcdc9,b1252a9d,e288b1ab,,c7dc6720,45ab94c8,cb079c2d,c84c4aec
0,0.0,2,10.0,7.0,1565.0,145.0,101.0,15.0,270.0,0.0,15.0,0.0,7.0,17f69355,287130e0,7cef88d3,4cbdb91b,25c83c98,,63985851,0b153874,a73ee510,01a07fd7,5874c9c9,a5478d97,740c210d,07d13a8f,10040656,525b107b,8efede7f,891589e7,9437f62f,b1252a9d,e88e0884,,423fab69,6b4edae7,46fbac64,8379ffe4
0,0.0,179,24.0,12.0,6291.0,200.0,1.0,31.0,31.0,0.0,1.0,,15.0,05db9164,083aa75b,,,b706ee81,fbad5c96,76b637bb,0b153874,a73ee510,3b08e48b,6872a82d,,b55434a9,07d13a8f,bf020cef,,07c540c4,06747363,21ddcdc9,b1252a9d,,,be7c41b4,,e8b83407,3aea8740
0,,30,,3.0,4383.0,105.0,1.0,13.0,28.0,,1.0,,3.0,68fd1e64,dd8c896e,bd4e74d1,13508380,25c83c98,fbad5c96,18671b18,6c41e35e,a73ee510,e1a31219,77212bd7,f4c65e70,7203f04e,07d13a8f,95275a51,542dec1e,3486227d,3182300e,21ddcdc9,b1252a9d,f7684c6a,,c7dc6720,45ab94c8,010f6491,c84c4aec
0,0.0,58,12.0,9.0,3623.0,463.0,1.0,34.0,338.0,0.0,1.0,,14.0,9a89b36c,0b8e9caf,9cecf095,5974d6bc,25c83c98,fbad5c96,4feec62c,5b392875,a73ee510,3b08e48b,37fba4a7,9b1932ee,0fd466ce,b28479f6,5340cb84,1ab2aab4,07c540c4,ca6a63cf,,,8db61391,ad3062eb,bcdee96c,08b0ce98,,
0,,181,4.0,4.0,,,0.0,5.0,15.0,,0.0,,4.0,5a9ed9b0,38a947a1,223b0e16,ca55061c,25c83c98,7e0ccccf,e7698644,5b392875,7cc72ec2,3b08e48b,f9d0f35e,156f99ef,b55434a9,1adce6ef,0e78291e,5fbf4a84,2005abd1,1999bae9,,,deb9605d,,be7c41b4,e448275f,,
0,14.0,7,,24.0,38.0,25.0,119.0,47.0,1193.0,2.0,12.0,2.0,23.0,287e684f,5b7b33dc,d88496ea,66ca6f9c,4cf72387,fe6b92e5,1faa5ca1,0b153874,a73ee510,aed3d80e,1aa6cf31,a8ab776a,3b03d76e,64c94865,5a9e81d6,949b03ad,8efede7f,3cbc29b4,,,95f07388,,423fab69,a9a2ac1a,,
0,,-1,,,18760.0,184.0,14.0,1.0,82.0,,2.0,,,05db9164,38a947a1,4ed1f100,6a14f9b9,25c83c98,fbad5c96,1919941b,0b153874,a73ee510,6c47047a,5fb649d8,5d1c51b6,2ecea536,07d13a8f,586a2aab,f8b34416,27c07bd6,e5f8f18f,,,f3ddd519,,3a171ecb,b34f3128,,
0,,9,34.0,9.0,6082.0,50.0,3.0,9.0,37.0,,1.0,,9.0,be589b51,4f25e98b,dd6328e4,eac732ed,43b19349,13718bbd,df5c2d18,0b153874,a73ee510,26fa334d,a7b606c4,17acd1cd,eae197fd,b28479f6,8ab5b746,3582edaa,e5ba7672,7ef5affa,0053530c,a458ea53,1c345ce6,,3a171ecb,c6e449c2,001f3601,68294079
1,,-1,,,6397.0,51.0,1.0,13.0,49.0,,1.0,,,05db9164,38a947a1,f6a8eaae,fcc6bd3d,25c83c98,,6cdb3998,0b153874,a73ee510,3ff10fb2,5874c9c9,90249d87,740c210d,b28479f6,a723edcb,f744d55b,d4bb7bd8,0c1cbf43,,,c703f560,,32c7478e,b258af68,,
1,0.0,-1,,,1985.0,43.0,8.0,4.0,152.0,0.0,3.0,,,5a9ed9b0,26a88120,c0788a71,82a61820,25c83c98,7e0ccccf,49b74ebc,0b153874,a73ee510,726f00fd,c4adf918,3f8aec46,85dbe138,1adce6ef,9009bc6a,5306324f,e5ba7672,b486119d,,,0586873f,,32c7478e,cafb4e4d,,
0,0.0,1,51.0,11.0,20692.0,1645.0,3.0,21.0,1580.0,0.0,1.0,,11.0,87552397,09e68b86,d3b321f6,0327824a,4cf72387,7e0ccccf,197b4575,51d76abe,a73ee510,6c47047a,24f22538,6f697ab7,e40e52ae,07d13a8f,36721ddc,e7287ff1,8efede7f,5aed7436,21ddcdc9,a458ea53,86dec00a,,3a171ecb,c62cc6c2,e8b83407,33358f02
1,9.0,1,2.0,,1006.0,50.0,25.0,0.0,168.0,1.0,6.0,,,05db9164,e77e5e6e,9c48e8ce,1fc0062e,25c83c98,7e0ccccf,9fc5abd8,0b153874,a73ee510,a5f22153,8b92652b,f5a663b4,c5bc951e,07d13a8f,2eb18840,619526be,e5ba7672,449d6705,7d7d0ad4,b1252a9d,1f9e1e30,,c7dc6720,f1dd75f2,001f3601,f2e315d1
0,0.0,241,3.0,10.0,1504.0,192.0,41.0,47.0,1552.0,0.0,10.0,0.0,10.0,05db9164,287130e0,f83ecdc9,62eb6103,25c83c98,7e0ccccf,63985851,5b392875,a73ee510,b173a655,5874c9c9,b1d98276,740c210d,b28479f6,9efd8b77,d877b52a,27c07bd6,891589e7,9437f62f,5840adea,983bc45e,,bcdee96c,7ece4b06,e8b83407,6eefd8e9
0,2.0,2649,,1.0,319.0,9.0,3.0,23.0,27.0,2.0,3.0,,1.0,68fd1e64,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,e56a4862,0b153874,a73ee510,3b08e48b,5e183c58,dfbb09fb,1eb0f8f0,8ceecbc8,7ac43a46,84898b2a,07c540c4,bc48b783,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
1,31.0,6,62.0,87.0,53.0,73.0,68.0,33.0,1551.0,1.0,5.0,0.0,66.0,05db9164,08d6d899,43ad6a52,b373ad8c,4cf72387,7e0ccccf,30787e1b,0b153874,a73ee510,2f5d18f0,50df38c2,4c6ddb1a,921cb1a9,07d13a8f,41f10449,7292beb4,8efede7f,698d1c68,,,c9af3868,,423fab69,f96a556f,,
0,1.0,0,,9.0,27.0,9.0,1.0,10.0,9.0,1.0,1.0,,9.0,68fd1e64,d833535f,77f2f2e5,d16679b9,384874ce,fe6b92e5,52283d1c,0b153874,a73ee510,299aecf1,e51ddf94,9f32b866,3516f6e6,b28479f6,a66dcf27,31ca40b6,d4bb7bd8,7b49e3d2,,,dfcfc3fa,,3a171ecb,aee52b6f,,
0,,25,1.0,,17330.0,62.0,1.0,3.0,76.0,,1.0,,,05db9164,bce95927,f69c6d34,13508380,384874ce,fe6b92e5,4c5c7066,0b153874,a73ee510,d077d4d4,8924112e,0fd301b6,3cf672d1,07d13a8f,fec218c0,5c495dbe,07c540c4,04d863d5,21ddcdc9,b1252a9d,a3a82059,78e2e389,423fab69,45ab94c8,e8b83407,c84c4aec
1,0.0,190,,,1324.0,70.0,1.0,0.0,0.0,0.0,1.0,,,05db9164,9e5ce894,db0d6287,13508380,25c83c98,7e0ccccf,03dda6cf,0b153874,a73ee510,3fb38a44,3289d3e1,c02ca3bf,5a777c73,07d13a8f,8cf98699,597a9302,e5ba7672,a5bb7b8a,55dd3565,b1252a9d,b27ce0a9,,423fab69,45ab94c8,ea9a246c,c84c4aec
0,,1350,,,4832.0,,0.0,18.0,31.0,,0.0,3.0,,be589b51,4c2bc594,d032c263,c18be181,b2241560,fe6b92e5,ee3a97b2,0b153874,a73ee510,3d5245c7,ab06ce90,dfbb09fb,e6d6213e,8ceecbc8,7ac43a46,84898b2a,27c07bd6,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
0,0.0,0,2.0,10.0,1536.0,46.0,1.0,18.0,28.0,0.0,1.0,0.0,10.0,8cf07265,a796837e,08de7b18,97ce69e9,25c83c98,fbad5c96,2d7ba5c7,0b153874,a73ee510,907110ab,e52152c0,c5011072,e2824235,cfef1c29,98eddd86,5a9431f3,3486227d,e90118d1,,,e754c5e1,,bcdee96c,8fc66e78,,
0,,78,1.0,,7570.0,,0.0,0.0,16.0,,0.0,,,05db9164,558b4efb,b009d929,c7043c4b,25c83c98,fbad5c96,439821b4,0b153874,a73ee510,e202b934,bce0c45c,3563ab62,02254f5f,1adce6ef,37a9f717,b688c8cc,e5ba7672,c68ebaa0,21ddcdc9,5840adea,2754aaf1,c9d4222a,423fab69,3b183c5c,ea9a246c,ff86d5e0
1,0.0,0,3.0,3.0,5993.0,502.0,11.0,4.0,549.0,0.0,3.0,,3.0,68fd1e64,9819deea,5c13721f,f922efad,25c83c98,fe6b92e5,d385ea68,56563555,a73ee510,3b08e48b,7940fc2a,b99ddbc8,00e20e7b,b28479f6,1150f5ed,87acb535,e5ba7672,7e32f7a4,,,a4b7004c,,32c7478e,b34f3128,,
1,,54,4.0,10.0,2214.0,25.0,23.0,13.0,98.0,,4.0,0.0,10.0,68fd1e64,38a947a1,,,25c83c98,7e0ccccf,665f37b8,0b153874,a73ee510,3b08e48b,23feec22,,9de8c1aa,07d13a8f,dabed845,,e5ba7672,7e2d7802,,,,c9d4222a,32c7478e,,,
0,1.0,190,,,1166.0,4.0,14.0,4.0,64.0,0.0,5.0,,,f473b8dc,9a82ab91,d032c263,c18be181,384874ce,7e0ccccf,9f525672,5b392875,a73ee510,643b1ea5,843d8639,dfbb09fb,9cab1003,1adce6ef,83d11398,84898b2a,e5ba7672,004fdf10,,,0014c32a,,423fab69,3b183c5c,,
1,2.0,30,27.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,,0.0,05db9164,c1384774,d4bef5d2,ebc3fea2,25c83c98,fbad5c96,81bb0302,0b153874,a73ee510,70962768,b7094596,e52ba8a9,1f9d2c38,b28479f6,916e9a2c,0982799e,07c540c4,8e8b535e,21ddcdc9,b1252a9d,11da5050,ad3062eb,32c7478e,9d214089,ea9a246c,5d3f5a67
0,,0,,0.0,40698.0,963.0,0.0,2.0,23.0,,0.0,,2.0,05db9164,d833535f,ad4b77ff,d16679b9,25c83c98,7e0ccccf,41e6f3d3,0b153874,a73ee510,8c6b20b6,30b2a438,a2f4e8b5,aebdb575,07d13a8f,943169c2,89052618,d4bb7bd8,281769c2,,,d4703ebd,,32c7478e,aee52b6f,,
0,0.0,0,3.0,4.0,4520.0,158.0,28.0,23.0,639.0,0.0,5.0,0.0,6.0,68fd1e64,b46aceb6,7fc6b941,8a8d0597,43b19349,fe6b92e5,4d90c4ed,6c41e35e,a73ee510,9fdec37f,d6194705,48152697,654099a3,07d13a8f,6afa614f,b9660ab7,3486227d,a4667218,,,77e124f1,c9d4222a,55dd3565,38be899f,,
0,,19,31.0,8.0,7130.0,126.0,1.0,20.0,116.0,,1.0,,8.0,05db9164,39dfaa0d,8f9df49c,c0c8ad07,25c83c98,,753aa291,1f89b562,a73ee510,3b08e48b,d20ffd8f,dab8680a,6619af2b,b28479f6,2223bbe1,ceda4ce2,776ce399,df4fffb7,21ddcdc9,5840adea,09f172ad,,3a171ecb,c8a524a7,010f6491,4e7af834
0,,508,6.0,6.0,14166.0,37.0,1.0,6.0,63.0,,1.0,,6.0,5ebc3192,09e68b86,4655607d,9d31eb6b,384874ce,7e0ccccf,5e0c5a8e,0b153874,a73ee510,afef695d,d83caed6,6cc4fcb2,d5aaf8c3,1adce6ef,dbc5e126,28fa6301,e5ba7672,5aed7436,3a52a22f,a458ea53,059d6830,,423fab69,54761a25,ea9a246c,8e3c920c
0,,0,31.0,2.0,41016.0,,0.0,9.0,17.0,,0.0,,8.0,05db9164,38a947a1,,,25c83c98,3bf701e7,49042125,062b5529,7cc72ec2,4624c4e8,ba1ff80a,,b95f83fa,b28479f6,0cfbc5df,,1e88c74f,be457d6e,,,,,bcdee96c,,,
0,,8,,2.0,30617.0,,0.0,5.0,40.0,,0.0,,2.0,05db9164,d833535f,77f2f2e5,d16679b9,4cf72387,7e0ccccf,ba000501,1f89b562,a73ee510,9b83013e,60adb56e,9f32b866,53b60829,07d13a8f,943169c2,31ca40b6,d4bb7bd8,281769c2,,,dfcfc3fa,,3a171ecb,aee52b6f,,
0,4.0,0,128.0,42.0,7.0,44.0,4.0,44.0,42.0,1.0,1.0,2.0,42.0,be589b51,4f25e98b,184635e7,1fd32458,25c83c98,7e0ccccf,1f4c9380,0b153874,a73ee510,0ada1061,f2a195a2,d9a2039a,519f294e,1adce6ef,fb2772ea,3b6bb4ca,27c07bd6,bc5a0ff7,083e89d9,a458ea53,ac3aac58,c9d4222a,32c7478e,8e183052,001f3601,b4aa4b3d
0,,2,,3.0,1602.0,8.0,1.0,3.0,8.0,,1.0,,3.0,05db9164,6887a43c,2f191e53,10698b65,25c83c98,fbad5c96,560a6f3a,0b153874,a73ee510,994730d3,974aaa98,56e97a1b,7889204d,07d13a8f,a90e5e79,b7053962,d4bb7bd8,2ae4f30d,21ddcdc9,b1252a9d,4c8dd4d4,,32c7478e,f31752db,445bbe3b,216ef4df
1,0.0,0,1.0,9.0,1582.0,47.0,3.0,2.0,86.0,0.0,2.0,,9.0,05db9164,942f9a8d,49176f10,0ec5f1d2,4cf72387,7e0ccccf,49b74ebc,37e4aa92,a73ee510,726f00fd,c4adf918,7d7224b0,85dbe138,07d13a8f,a8e962af,9935352e,07c540c4,1f868fdd,2b558521,b1252a9d,e3e14962,,32c7478e,20269423,9d93af03,7beef9a3
0,29.0,0,,7.0,1.0,0.0,825.0,15.0,1208.0,2.0,23.0,,0.0,05db9164,59ab477c,7f2269e7,9432f5f9,25c83c98,7e0ccccf,ec1a1856,64523cfa,a73ee510,8ce94bed,a04e019f,dae6c42e,07a906b4,07d13a8f,9c25c3f3,9d58051d,e5ba7672,74fc71da,21ddcdc9,5840adea,8d36212c,,dbb486d7,ac88b354,47907db5,99f4f64c
0,,164,7.0,2.0,10118.0,259.0,20.0,11.0,256.0,,5.0,0.0,30.0,39af2607,26a88120,b00d1501,d16679b9,25c83c98,fbad5c96,49b74ebc,1f89b562,a73ee510,7f79890b,c4adf918,e0d76380,85dbe138,b28479f6,2ebbf26a,1203a270,e5ba7672,b486119d,,,73d06dde,,32c7478e,aee52b6f,,
0,,3,1.0,7.0,41247.0,,0.0,9.0,279.0,,0.0,,9.0,05db9164,beea1002,d032c263,c18be181,25c83c98,7e0ccccf,ae0815e6,0b153874,a73ee510,3b08e48b,cc665c85,dfbb09fb,4dc59597,b28479f6,c27f6c76,84898b2a,776ce399,8b61249a,,,0014c32a,,be7c41b4,3b183c5c,,
1,6.0,110,3.0,2.0,1.0,0.0,10.0,2.0,101.0,1.0,3.0,0.0,0.0,87552397,58e67aaf,6d779f20,42f176ba,25c83c98,,23cbab1b,5b392875,a73ee510,a94bcc2b,383e77c6,be0b2941,cce745f5,1adce6ef,d002b6d9,90dd5213,e5ba7672,c21c3e4c,f08320ef,b1252a9d,ddfc583d,,32c7478e,8908ecb7,9b3e8820,48312058
1,2.0,1,13.0,6.0,56.0,6.0,5.0,4.0,15.0,1.0,2.0,,6.0,5a9ed9b0,9b25e48b,1b9ae521,86b979e3,25c83c98,fbad5c96,d04aedc8,1f89b562,a73ee510,3b08e48b,229db8f5,60c1c22d,98e78e7a,cfef1c29,e7dfec07,8a9d01a2,e5ba7672,7d8c03aa,712d530c,a458ea53,f4573ffa,,32c7478e,3a1db469,ea9a246c,ec7ea625
0,,0,2.0,19.0,87174.0,4638.0,0.0,5.0,1189.0,,0.0,,29.0,05db9164,38a947a1,b97d785f,98b100e5,25c83c98,7e0ccccf,a207ddc0,5b392875,7cc72ec2,3b08e48b,f87e56ab,b9898409,0eca41f0,b28479f6,2406b2d9,ef734ec3,07c540c4,adad417c,,,376f7f0d,,3a171ecb,874db5d2,,
1,20.0,0,1.0,0.0,51.0,1.0,20.0,1.0,1.0,1.0,1.0,3.0,1.0,8cf07265,5dac953d,d032c263,c18be181,25c83c98,fbad5c96,659ee50d,1f89b562,a73ee510,7a2cdcab,7622c80f,dfbb09fb,5b56b1f0,07d13a8f,610165b2,84898b2a,27c07bd6,28ebd359,,,0014c32a,ad3062eb,3a171ecb,3b183c5c,,
1,2.0,17,,0.0,24.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,05db9164,e112a9de,0849ed82,adef24d7,25c83c98,fbad5c96,b5f54d53,5b392875,a73ee510,1131d3d8,f117ca64,965d78b2,32720067,b28479f6,912970ed,226ab290,07c540c4,f190d96a,,,fa616d46,,3a171ecb,8ca3a6b7,,
0,10.0,182,35.0,33.0,0.0,0.0,15.0,37.0,46.0,1.0,4.0,0.0,0.0,05db9164,421b43cd,a5b8fe05,29998ed1,43b19349,fbad5c96,cee47266,1f89b562,a73ee510,14781fa9,87fe3e10,6aaba33c,3bd6c21d,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,ad3062eb,3a171ecb,b34f3128,,
0,,2242,13.0,7.0,11786.0,63.0,29.0,13.0,87.0,,1.0,,13.0,be589b51,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,7227c706,1f89b562,a73ee510,305a0646,9625b211,dfbb09fb,dccbd94b,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,ad3062eb,55dd3565,3b183c5c,,
0,0.0,158,,0.0,29815.0,,0.0,3.0,63.0,0.0,0.0,0.0,55.0,05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,f5385f9a,062b5529,a73ee510,852273ac,5adcba72,dfbb09fb,5b6ee19d,8ceecbc8,7ac43a46,84898b2a,3486227d,bc48b783,,,0014c32a,,3a171ecb,3b183c5c,,
0,0.0,51,1.0,1.0,9934.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,05db9164,2705da39,ac8b758d,8bcf4b56,25c83c98,fbad5c96,9e13c42a,0b153874,a73ee510,3b08e48b,e40ee698,72f60df3,cfe11615,07d13a8f,d582d840,68296cdd,07c540c4,66c3058a,,,f8fef6a5,ad3062eb,32c7478e,043ce596,,
0,,2,51.0,12.0,6593.0,104.0,13.0,10.0,92.0,,4.0,,12.0,05db9164,09e68b86,1833da64,9214a1c7,4cf72387,7e0ccccf,e4cff53d,0b153874,a73ee510,bad0adec,070f2ece,47a2a595,b558cfc7,1adce6ef,2223bcd1,8ead029f,e5ba7672,479030a6,7839a083,5840adea,dcf2ba9c,c9d4222a,32c7478e,41be4766,e8b83407,d8a062c4
0,0.0,60,,6.0,3682.0,43.0,5.0,5.0,61.0,0.0,2.0,0.0,6.0,05db9164,26a88120,b00d1501,d16679b9,25c83c98,7e0ccccf,3f4ec687,37e4aa92,a73ee510,7f79890b,c4adf918,e0d76380,85dbe138,b28479f6,2ebbf26a,1203a270,3486227d,b486119d,,,73d06dde,,32c7478e,aee52b6f,,
0,12.0,10,3.0,1.0,60.0,8.0,12.0,13.0,13.0,1.0,1.0,,3.0,b455c6d7,38a947a1,8962afa9,28625509,25c83c98,7e0ccccf,c6ad90de,5b392875,a73ee510,6a69ea7f,371dae82,662d25fe,18fc2b1e,07d13a8f,022e018a,2dd4e74f,e5ba7672,f5508183,,,c5cea7f6,,32c7478e,38255568,,
0,,28,8.0,1.0,3015.0,,0.0,1.0,4.0,,0.0,,1.0,05db9164,80e26c9b,ce44ec37,4e81cc05,25c83c98,7e0ccccf,16401b7d,0b153874,a73ee510,3b08e48b,20ec800a,7a97a313,18a5e4b8,b28479f6,4c1df281,20e899d2,776ce399,f54016b9,21ddcdc9,5840adea,63bba41a,,3a171ecb,7e862c7d,e8b83407,8ebfb2ce
0,,11,56.0,8.0,43109.0,,,33.0,,,,,15.0,241546e0,08d6d899,85481426,6fad4c40,25c83c98,7e0ccccf,511c5ce8,0b153874,a73ee510,3b08e48b,28b2a54d,a3c23ad1,c08ec9d3,b28479f6,bfef54b3,3704b755,1e88c74f,87c6f83c,,,fce0707d,,3a171ecb,eb8b03b7,,
0,,1,1.0,,14780.0,80.0,1.0,1.0,14.0,,1.0,,,05db9164,4f25e98b,71f00ff4,7775ae9a,a9411994,,44fb02c7,5b392875,a73ee510,d108fc83,2386466b,c60138d9,45db6793,07d13a8f,5be89da3,3b82d2a6,d4bb7bd8,bc5a0ff7,6f3756eb,a458ea53,3c482138,,32c7478e,75b08a3d,e8b83407,22a3ad95
0,,495,,,,,,5.0,,,,,,68fd1e64,38a947a1,274507c6,0d8c5f24,43b19349,7e0ccccf,ce8217f8,0b153874,7cc72ec2,3b08e48b,9d12ce9b,54cb84ab,9dfda2b9,b28479f6,c39914bd,355e0fc0,2005abd1,c9bfd921,,,9fd12735,,be7c41b4,5a816fcd,,
0,,1,181.0,9.0,897.0,,0.0,26.0,26.0,,0.0,,10.0,05db9164,e5fb1af3,722201e2,41ddee28,25c83c98,fbad5c96,1e9876db,0b153874,a73ee510,fa7d0797,043725ae,94a8c293,7f0d7407,cfef1c29,1e744fde,568b7a56,1e88c74f,13145934,5b885066,a458ea53,4d5231d9,,3a171ecb,e930a9c0,46fbac64,5a7c3d44
0,6.0,0,29.0,41.0,14.0,41.0,6.0,37.0,41.0,1.0,1.0,,41.0,8cf07265,207b2d81,239b957d,d50f8f77,25c83c98,,029d716d,37e4aa92,a73ee510,e9f37f7e,f2a5d7d2,ae9cdcd4,a3b89afc,07d13a8f,f3c64936,85520cc5,e5ba7672,f724634a,21ddcdc9,a458ea53,85cc3ff1,,3a171ecb,610a186d,001f3601,13843d40
0,2.0,0,1.0,,188.0,0.0,2.0,0.0,0.0,1.0,1.0,,,05db9164,e5fb1af3,3783c552,2a85afd5,25c83c98,7e0ccccf,b3f805c6,0b153874,a73ee510,5800b548,e7c8dd10,eb7c98b2,e581365b,07d13a8f,b5de5956,b61d52ea,1e88c74f,13145934,6f3756eb,b1252a9d,5c80a95d,,3a171ecb,3f770886,724b04da,c0a5516f
1,,-1,0.0,,,,,0.0,,,,,,68fd1e64,38a947a1,e3818eb2,a4456f7e,4cf72387,fbad5c96,88002ee1,5b392875,7cc72ec2,3b08e48b,f1b78ab4,3bec5d45,6e5da64f,b28479f6,f189ac4e,72d1790f,2005abd1,f03e8b05,,,950d91c1,,32c7478e,2f7e98de,,
0,,-1,,,13396.0,97.0,4.0,0.0,50.0,,1.0,,,05db9164,cbac4677,76be4d56,39efd1a9,25c83c98,fbad5c96,e58b54c1,37e4aa92,a73ee510,dd5238b4,e93fcc6d,11226027,5fcd3498,07d13a8f,e0cb89f2,92e5ee42,3486227d,5ce4203e,,,37987949,,32c7478e,a4b9e88f,,
0,,-1,2.0,,4334.0,,0.0,0.0,195.0,,0.0,,,05db9164,08d6d899,9143c832,f56b7dd5,25c83c98,7e0ccccf,315c76f3,0b153874,a73ee510,3b08e48b,e51ddf94,ae1bb660,3516f6e6,b28479f6,bffbd637,bad5ee18,776ce399,bbf70d82,,,0429f84b,,3a171ecb,c0d61a5c,,
0,0.0,776,,1.0,2995.0,10.0,1.0,1.0,5.0,0.0,1.0,,1.0,05db9164,38a947a1,e058fc3c,2192038e,25c83c98,fe6b92e5,38eb9cf4,1f89b562,a73ee510,4ce8f99f,7f8ffe57,f7cbe917,46f42a63,b28479f6,1545f0d7,0c6b4ad6,d4bb7bd8,4427594e,,,f6e3bd9c,,32c7478e,9e07eb4a,,
1,,-1,,,9740.0,109.0,17.0,0.0,10.0,,5.0,,,05db9164,38a947a1,1c8bc12d,bb729a93,25c83c98,fbad5c96,0433a7db,5b392875,a73ee510,3b08e48b,418037d7,8f4497cb,b0bfed6d,07d13a8f,ff4a3566,b031d057,e5ba7672,9d83e7f2,,,21756f76,,423fab69,2d794282,,
